,Station,Tube Line,Transport Zone,Address,Longitude,Latitude
513,Merton Park,Overground line,Zone 6,"London SW19 3AL, UK",-0.201342031,51.41339161
514,Mile End,Central line (London Underground),Zone 2,"Mile End Rd, Mile End, London E3 4DH, UK",-0.032666084,51.52531097
515,Mile End,District line,Zone 2,"Mile End Rd, Mile End, London E3 4DH, UK",-0.032666084,51.52531097
516,Mile End,Hammersmith & City line,Zone 2,"Mile End Rd, Mile End, London E3 4DH, UK",-0.032666084,51.52531097
517,Mill Hill Broadway,Overground line,Zone 4,"Station Rd, Mill Hill, London NW7 2JU, UK",-0.249537068,51.61287113
518,Mill Hill East,Northern line,Zone 4,"London NW7 1BS, UK",-0.209895713,51.60831664
519,Mitcham,Overground line,Zone 3,"Mitcham CR4 4HN, UK",-0.170871647,51.39748861
520,Mitcham,Overground line,Zone 4,"Mitcham CR4 4HN, UK",-0.170871647,51.39748861
521,Mitcham,Overground line,Zone 5,"Mitcham CR4 4HN, UK",-0.170871647,51.39748861
522,Mitcham,Overground line,Zone 6,"Mitcham CR4 4HN, UK",-0.170871647,51.39748861
523,Mitcham Eastfields,Overground line,Zone 3,"Mitcham CR4 2ND, UK",-0.154001719,51.40838391
524,Mitcham Junction,Overground line,Zone 4,"Mitcham CR4 4HN, UK",-0.157436644,51.39304257
525,Monument,Overground line,Zone 1,"King William St, Candlewick, London EC4R 9AA, UK",-0.086188314,51.51063042
526,Moor Park,Metropolitan line,Zone 6,"Sandy Lodge Ln, Road, Rickmansworth, Northwood HA6 2JQ, UK",-0.432913027,51.62993067
527,Moor Park,Metropolitan line,Zone 7,"Sandy Lodge Ln, Road, Rickmansworth, Northwood HA6 2JQ, UK",-0.432913027,51.62993067
528,Moorgate,Circle line (London Underground),Zone 1,"London EC2Y 9AG, UK",-0.089017688,51.51843714
529,Moorgate,Hammersmith & City line,Zone 1,"London EC2Y 9AG, UK",-0.089017688,51.51843714
530,Moorgate,Metropolitan line,Zone 1,"London EC2Y 9AG, UK",-0.089017688,51.51843714
531,Moorgate,Northern line,Zone 1,"London EC2Y 9AG, UK",-0.089017688,51.51843714
532,Morden,Northern line,Zone 4,"London Rd, Morden SM4 5AZ, UK",-0.194851982,51.40218596
533,Morden Road,Overground line,Zone 3,"London SW19 3BX, UK",-0.192805677,51.40887189
534,Morden Road,Overground line,Zone 4,"London SW19 3BX, UK",-0.192805677,51.40887189
535,Morden Road,Overground line,Zone 5,"London SW19 3BX, UK",-0.192805677,51.40887189
536,Morden Road,Overground line,Zone 6,"London SW19 3BX, UK",-0.192805677,51.40887189
537,Morden South,Overground line,Zone 4,"Morden SM4 5ZP, UK",-0.200301562,51.3963077
538,Mornington Crescent,Northern line,Zone 2,"London NW1 2JA, UK",-0.13874435,51.53436222
539,Mortlake,Overground line,Zone 3,"Mortlake, London SW14 8LL, UK",-0.267203314,51.46816794
540,Motspur Park,Overground line,Zone 4,"Motspur Park, New Malden, London SW20, UK",-0.239439746,51.39531963
541,Mottingham,Overground line,Zone 4,"Mottingham, London SE9, UK",0.050324202,51.43982498
542,Mudchute,Overground line,Zone 2,"Spindrift Ave, Isle of Dogs, London E14 9ZT, UK",-0.014959945,51.49123619
543,Neasden,Jubilee line,Zone 3,"London NW10 2UG, UK",-0.250115045,51.55462772
544,New Addington,Overground line,Zone 3,"New Addington, Croydon CR0 0DE, UK",-0.017383327,51.34259051
545,New Addington,Overground line,Zone 4,"New Addington, Croydon CR0 0DE, UK",-0.017383327,51.34259051
546,New Addington,Overground line,Zone 5,"New Addington, Croydon CR0 0DE, UK",-0.017383327,51.34259051
547,New Addington,Overground line,Zone 6,"New Addington, Croydon CR0 0DE, UK",-0.017383327,51.34259051
548,New Barnet,Overground line,Zone 5,"New Barnet, Barnet EN5, UK",-0.172969714,51.64853677
549,New Beckenham,Overground line,Zone 4,"Beckenham BR3, UK",-0.035304949,51.41670555
550,New Cross,Overground line,Zone 2,"Amersham Vale, New Cross, London SE14 6LD, UK",-0.032278812,51.47642942
551,New Cross Gate,Overground line,Zone 2,"New Cross Rd, New Cross, London SE14 6AR, UK",-0.039529052,51.47526493
552,New Eltham,Overground line,Zone 4,"New Eltham, London, UK",0.070444618,51.43769066
553,New Malden,Overground line,Zone 4,"Coombe Rd, New Malden KT3 4PX, UK",-0.256218106,51.40355591
554,New Southgate,Overground line,Zone 4,"Arnos Grove, London N11, UK",-0.143009776,51.61409367
555,Newbury Park,Central line (London Underground),Zone 4,"Newbury Park, Ilford IG2, UK",0.090303158,51.57563836
556,Nine Elms,Overground line,Zone 1,"Battersea Park Rd, Nine Elms, London SW8 4BH, UK",-0.128500984,51.48000126
557,Norbiton,Overground line,Zone 5,"Coombe Rd, Norbiton, Kingston upon Thames, West Norbiton KT2 7AZ, UK",-0.284199948,51.41190935
558,Norbury,Overground line,Zone 3,"Norbury, London SW16, UK",-0.122799402,51.4111885
559,North Acton,Central line (London Underground),Zone 2,"North Acton Station, London W3, UK",-0.259729528,51.52343243
560,North Acton,Central line (London Underground),Zone 3,"North Acton Station, London W3, UK",-0.259729528,51.52343243
561,North Dulwich,Overground line,Zone 2,"Dulwich, London, UK",-0.087918681,51.45448181
562,North Dulwich,Overground line,Zone 3,"Dulwich, London, UK",-0.087918681,51.45448181
563,North Ealing,Piccadilly line,Zone 3,"Station Rd, Hanger Hill, London W5 3AF, UK",-0.288993553,51.51762229
564,North Greenwich,Jubilee line,Zone 2,"5 Millennium Way, Greenwich, London SE10 0PH, UK",0.003586259,51.50025515
565,North Greenwich,Jubilee line,Zone 3,"5 Millennium Way, Greenwich, London SE10 0PH, UK",0.003586259,51.50025515
566,North Harrow,Metropolitan line,Zone 5,"North Harrow, Harrow HA2 7SL, UK",-0.362632993,51.5846313
567,North Sheen,Overground line,Zone 3,"Richmond TW9 4QQ, UK",-0.286397467,51.46541961
568,North Wembley,Bakerloo line,Zone 4,"East Ln, Wembley HA9 7NT, UK",-0.303948219,51.56239629
569,Northfields,Piccadilly line,Zone 3,"Northfield Ave, West Ealing, London W13 9QU, UK",-0.315064819,51.50049167
570,Northolt,Central line (London Underground),Zone 5,"Northolt UB5, UK",-0.368440596,51.5482129
571,Northolt Park,Overground line,Zone 5,"Northolt HA2 8JU, UK",-0.359434196,51.55761905
572,Northumberland Park,Overground line,Zone 3,"Northumberland Park, London N17 0AG, UK",-0.054132026,51.60201573
573,Northwick Park,Metropolitan line,Zone 4,"Northwick Ave, Harrow HA3 0AT, UK",-0.318199392,51.57850869
574,Northwood,Metropolitan line,Zone 6,"Green Ln, Northwood HA6 2XL, UK",-0.423837787,51.61121361
575,Northwood Hills,Metropolitan line,Zone 6,"Northwood Hills, Northwood HA6 1PA, UK",-0.409311358,51.60080265
576,Norwood Junction,Overground line,Zone 4,"Station Rd, South Norwood, London SE25 5AG, UK",-0.075209857,51.39695432
577,Notting Hill Gate,Central line (London Underground),Zone 1,"Bayswater, London W11 3HS, UK",-0.195921618,51.50937534
578,Notting Hill Gate,Circle line (London Underground),Zone 1,"Bayswater, London W11 3HS, UK",-0.195921618,51.50937534
579,Notting Hill Gate,District line,Zone 1,"Bayswater, London W11 3HS, UK",-0.195921618,51.50937534
580,Notting Hill Gate,Central line (London Underground),Zone 2,"Bayswater, London W11 3HS, UK",-0.195921618,51.50937534
581,Notting Hill Gate,Circle line (London Underground),Zone 2,"Bayswater, London W11 3HS, UK",-0.195921618,51.50937534
582,Notting Hill Gate,District line,Zone 2,"Bayswater, London W11 3HS, UK",-0.195921618,51.50937534
583,Nunhead,Overground line,Zone 2,"Nunhead, London SE15, UK",-0.053679743,51.46657998
584,Oakleigh Park,Overground line,Zone 4,"New Barnet, Barnet N20 9RR, UK",-0.166194967,51.63767636
585,Oakwood,Piccadilly line,Zone 5,"London N14 4UT, UK",-0.13185354,51.64763796
586,Ockendon,Overground line,Zone 7,"South Ockendon RM15 6PD, UK",0.290483475,51.52198965
587,Old Street,Northern line,Zone 1,"Old Street, London EC1Y 1BE, UK",-0.087622958,51.52558147
588,Orpington,Overground line,Zone 6,"Orpington BR6, UK",0.089028901,51.37352005
589,Osterley,Piccadilly line,Zone 4,"Isleworth TW7 4PX, UK",-0.352096096,51.48121681
590,Oval,Northern line,Zone 2,"Oval, London, UK",-0.113321076,51.4814126
591,Oxford Circus,Bakerloo line,Zone 1,"Oxford St, West End, London W1B 3AG, UK",-0.140836171,51.5152234
592,Oxford Circus,Central line (London Underground),Zone 1,"Oxford St, West End, London W1B 3AG, UK",-0.140836171,51.5152234
593,Oxford Circus,Victoria line,Zone 1,"Oxford St, West End, London W1B 3AG, UK",-0.140836171,51.5152234
594,Paddington,Bakerloo line,Zone 1,"Praed St, Paddington, London W2, UK",-0.175736752,51.51539379
595,Paddington,Circle line (London Underground),Zone 1,"Praed St, Paddington, London W2, UK",-0.175736752,51.51539379
596,Paddington,District line,Zone 1,"Praed St, Paddington, London W2, UK",-0.175736752,51.51539379
597,Paddington,Circle line (London Underground),Zone 1,"Praed St, Paddington, London W2, UK",-0.175736752,51.51539379
598,Paddington,Hammersmith & City line,Zone 1,"Praed St, Paddington, London W2, UK",-0.175736752,51.51539379
599,Palmers Green,Overground line,Zone 4,"Palmers Green, London N13, UK",-0.1102725,51.61878675
600,Park Royal,Piccadilly line,Zone 3,"Western Ave, Hanger Hill, London W5 3EL, UK",-0.284928918,51.52683402
601,Parsons Green,District line,Zone 2,"Fulham, London SW6, UK",-0.201124492,51.47496015
602,Peckham Rye,Overground line,Zone 2,"Peckham Rye, London, UK",-0.069983553,51.46951136
603,Penge East,Overground line,Zone 4,"London SE26 5PE, UK",-0.054495265,51.41997535
604,Penge West,Overground line,Zone 4,"Anerley Park, London SE20 8NY, UK",-0.060645765,51.41806293
605,Perivale,Central line (London Underground),Zone 4,"Perivale, Greenford UB6 8AR, UK",-0.323070422,51.53634182
606,Petts Wood,Overground line,Zone 5,"Petts Wood, Orpington BR5 1LZ, UK",0.07448003,51.38859899
607,Phipps Bridge,Overground line,Zone 3,"Mitcham CR4 3QN, UK",-0.182296789,51.40337673
608,Phipps Bridge,Overground line,Zone 4,"Mitcham CR4 3QN, UK",-0.182296789,51.40337673
609,Phipps Bridge,Overground line,Zone 5,"Mitcham CR4 3QN, UK",-0.182296789,51.40337673
610,Phipps Bridge,Overground line,Zone 6,"Mitcham CR4 3QN, UK",-0.182296789,51.40337673
611,Piccadilly Circus,Bakerloo line,Zone 1,"West End, London W1J 9HP, UK",-0.133711597,51.50969675
612,Piccadilly Circus,Piccadilly line,Zone 1,"West End, London W1J 9HP, UK",-0.133711597,51.50969675
613,Pimlico,Victoria line,Zone 1,"Pimlico, London SW1V, UK",-0.133108258,51.48955286
614,Pinner,Metropolitan line,Zone 5,"Station Approach, Pinner HA5 5LZ, UK",-0.38122379,51.59236168
615,Plaistow,District line,Zone 3,"Plaistow Rd, Plaistow, London E13 0DY, UK",0.017780642,51.53128834
616,Plaistow,Hammersmith & City line,Zone 3,"Plaistow Rd, Plaistow, London E13 0DY, UK",0.017780642,51.53128834
617,Plumstead,Overground line,Zone 4,"Plumstead, London SE18 7EA, UK",0.084299617,51.48979242
618,Ponders End,Overground line,Zone 5,"Ponders End, Enfield, UK",-0.034525105,51.64273069
619,Pontoon Dock,Overground line,Zone 3,"Royal Docks, London E16, UK",0.033325707,51.50221622
620,Poplar,Overground line,Zone 2,"Poplar, London E14 0BQ, UK",-0.017275493,51.50758807
621,Preston Road,Metropolitan line,Zone 4,"Wembley, Harrow HA9 9TW, UK",-0.294972013,51.57210373
622,Prince Regent,Overground line,Zone 3,"Royal Docks, London E16 3HS, UK",0.033488574,51.50943455
623,Pudding Mill Lane,Overground line,Zone 2,"London E15 2PH, UK",-0.012768512,51.53432785
624,Pudding Mill Lane,Overground line,Zone 3,"London E15 2PH, UK",-0.012768512,51.53432785
625,Purfleet,Overground line,Zone 7,"Purfleet RM19 1PP, UK",0.236774836,51.48117301
626,Purley,Overground line,Zone 6,"Purley, UK",-0.113613518,51.33736355
627,Purley Oaks,Overground line,Zone 6,"South Croydon CR2 0QD, UK",-0.098815333,51.34698934
628,Putney,Overground line,Zone 2,"High St, Putney, London SW15 1RT, UK",-0.216603374,51.46095253
629,Putney,Overground line,Zone 3,"High St, Putney, London SW15 1RT, UK",-0.216603374,51.46095253
630,Putney Bridge,District line,Zone 2,"Putney Bridge Station, Station Approach, Fulham, London SW6 3UH, UK",-0.209365417,51.46786534
631,Queens Park,Bakerloo line,Zone 2,"Queen's Park, London, UK",-0.204798149,51.53431265
632,Queens Road Peckham,Overground line,Zone 2,"Peckham, London SE15, UK",-0.057354979,51.47428471
633,Queensbury,Jubilee line,Zone 4,"Queensbury, Edgware, Stanmore, UK",-0.286331597,51.59388298
634,Queenstown Road,Overground line,Zone 2,"Queenstown Rd, Nine Elms, London SW8 4LP, UK",-0.147355312,51.47495913
635,Queensway,Central line (London Underground),Zone 1,"London, UK",-0.187419903,51.51044923
636,Rainham,Overground line,Zone 6,"Rainham RM13, UK",0.190691975,51.51734052
637,Ravensbourne,Overground line,Zone 4,"Beckenham BR3 5FH, UK",-0.006937816,51.41387038
638,Ravenscourt Park,District line,Zone 2,"Ravenscourt Rd, Hammersmith, London W6 0UG, UK",-0.235969233,51.49406798
639,Rayners Lane,Overground line,Zone 5,"Rayners Lane, Harrow, UK",-0.371060814,51.57539673
640,Raynes Park,Metropolitan line,Zone 4,"Raynes Park, London SW20, UK",-0.229912939,51.40937535
641,Raynes Park,Piccadilly line,Zone 4,"Raynes Park, London SW20, UK",-0.229912939,51.40937535
642,Rectory Road,Overground line,Zone 2,"Evering Rd, London, Stoke Newington N16 7SJ, UK",-0.068385665,51.55876348
643,Redbridge,Central line (London Underground),Zone 4,"Ilford IG4 5AN, UK",0.045394044,51.57636692
644,Reedham,Overground line,Zone 6,"Purley CR8 4EU, UK",-0.123402624,51.33144171
645,Reeves Corner,Overground line,Zone 3,"Croydon CR0 1XP, UK",-0.106379778,51.3752772
646,Reeves Corner,Overground line,Zone 4,"Croydon CR0 1XP, UK",-0.106379778,51.3752772
647,Reeves Corner,Overground line,Zone 5,"Croydon CR0 1XP, UK",-0.106379778,51.3752772
648,Reeves Corner,Overground line,Zone 6,"Croydon CR0 1XP, UK",-0.106379778,51.3752772
649,Regents Park,Bakerloo line,Zone 1,"London W1B 1PF, UK",-0.145344411,51.52381067
650,Richmond,District line,Zone 4,"The Quadrant, Richmond TW9 1EZ, UK",-0.301739134,51.46323289
651,Rickmansworth,Metropolitan line,Zone 7,"Rickmansworth WD3, UK",-0.473684584,51.64032301
652,Riddlesdown,Overground line,Zone 6,"Purley CR8 1XL, UK",-0.099493667,51.33267483
653,Roding Valley,Central line (London Underground),Zone 4,"Station Way, Buckhurst Hill IG9 6LN, UK",0.044026207,51.61695645
654,Romford,Overground line,Zone 6,"Romford RM1 1TU, UK",0.183055272,51.57464159
655,Rotherhithe,Overground line,Zone 2,"Rotherhithe, London, UK",-0.052966296,51.5015945
656,Royal Albert,Overground line,Zone 3,"Royal Docks, London E16 2QD, UK",0.045177145,51.50849387
657,Royal Oak,Circle line (London Underground),Zone 2,"London W2, UK",-0.188823674,51.51829435
658,Royal Oak,Hammersmith & City line,Zone 2,"London W2, UK",-0.188823674,51.51829435
659,Royal Victoria,Overground line,Zone 3,"Royal Docks, London E16 1LG, UK",0.017965413,51.50905524
660,Ruislip,Metropolitan line,Zone 6,"Station Approach, Ruislip HA4 8LD, UK",-0.421234926,51.57216192
661,Ruislip,Piccadilly line,Zone 6,"Station Approach, Ruislip HA4 8LD, UK",-0.421234926,51.57216192
662,Ruislip Gardens,Central line (London Underground),Zone 5,"W End Rd, Ruislip HA4 6NF, UK",-0.409294111,51.55996018
663,Ruislip Manor,Metropolitan line,Zone 6,"Victoria Rd, Ruislip Manor, Ruislip HA4 9AA, UK",-0.412849354,51.57345157
664,Ruislip Manor,Piccadilly line,Zone 6,"Victoria Rd, Ruislip Manor, Ruislip HA4 9AA, UK",-0.412849354,51.57345157
665,Russell Square,Piccadilly line,Zone 1,"Bloomsbury, London, UK",-0.124590198,51.52301304
666,Sanderstead,Overground line,Zone 6,"Sanderstead, South Croydon CR2, UK",-0.0937085,51.34824625
667,Sandilands,Overground line,Zone 3,"Addiscombe Rd, Croydon CR0 5PN, UK",-0.07802659,51.37502227
668,Sandilands,Overground line,Zone 4,"Addiscombe Rd, Croydon CR0 5PN, UK",-0.07802659,51.37502227
669,Sandilands,Overground line,Zone 5,"Addiscombe Rd, Croydon CR0 5PN, UK",-0.07802659,51.37502227
670,Sandilands,Overground line,Zone 6,"Addiscombe Rd, Croydon CR0 5PN, UK",-0.07802659,51.37502227
671,Selhurst,Overground line,Zone 4,"Selhurst, London SE25, UK",-0.089899037,51.39218577
672,Seven Kings,Overground line,Zone 4,"Seven Kings, Ilford IG3 8RE, UK",0.096319575,51.56399335
673,Seven Sisters,Victoria line,Zone 3,"Seven Sisters Rd, South Tottenham, London N15 5LD, UK",-0.072466823,51.58336216
674,Shadwell,Overground line,Zone 2,"Cable St, Shadwell, London E1 2QF, UK",-0.056919207,51.51130016
675,Shenfield,Overground line,Zone 7,"Shenfield, Brentwood CM15, UK",0.329952264,51.6308731
676,Shepherds Bush,Central line (London Underground),Zone 2,"Holland Park, Shepherd's Bush, London W12 8ND, UK",-0.218519159,51.50453215
677,Shepherds Bush Market,Circle line (London Underground),Zone 2,"Shepherd's Bush, London W12 8LH, UK",-0.227400493,51.50588071
678,Shepherds Bush Market,Hammersmith & City line,Zone 2,"Shepherd's Bush, London W12 8LH, UK",-0.227400493,51.50588071
679,Shoreditch High Street,Overground line,Zone 1,"Shoreditch High St, London, UK",-0.077087425,51.52346682
680,Shortlands,Overground line,Zone 4,"Shortlands, Bromley, UK",0.002767544,51.40560237
681,Sidcup,Overground line,Zone 5,"Sidcup, UK",0.103315359,51.43439846
682,Silver Street,Overground line,Zone 4,"Edmonton, London N18 2UE, UK",-0.072589742,51.61524248
683,Slade Green,Overground line,Zone 6,"Slade Green, Erith DA8 2NX, UK",0.190518388,51.46774766
684,Sloane Square,Circle line (London Underground),Zone 1,"London, UK",-0.156488857,51.49235976
685,Sloane Square,District line,Zone 1,"London, UK",-0.156488857,51.49235976
686,Snaresbrook,Central line (London Underground),Zone 4,"Station Approach, Wanstead, London E11 1QE, UK",0.021463928,51.58089127
687,South Acton,Overground line,Zone 3,"London W4 5ET, UK",-0.270215208,51.49968583
688,South Bermondsey,Overground line,Zone 2,"South Bermondsey, London SE16 3LF, UK",-0.054754821,51.48767662
689,South Croydon,Overground line,Zone 5,"South Croydon CR2 7PA, UK",-0.092517363,51.3627502
690,South Ealing,Piccadilly line,Zone 3,"S Ealing Rd, Ealing, London W5 4QB, UK",-0.307040245,51.50164402
691,South Greenford,Overground line,Zone 4,"Perivale, Greenford UB6, UK",-0.336737482,51.53402756
692,South Hampstead,Overground line,Zone 2,"156 Loudoun Rd, London NW8 0DJ, UK",-0.1783712,51.54147685
693,South Harrow,Piccadilly line,Zone 5,"Pentax House, S Hill Ave, South Harrow, Harrow HA2 0DU, UK",-0.351893971,51.56468017
694,South Kensington,Circle line (London Underground),Zone 1,"South Kensington, London SW7 2ND, UK",-0.173923023,51.49407137
695,South Kensington,District line,Zone 1,"South Kensington, London SW7 2ND, UK",-0.173923023,51.49407137
696,South Kensington,Piccadilly line,Zone 1,"South Kensington, London SW7 2ND, UK",-0.173923023,51.49407137
697,South Kenton,Bakerloo line,Zone 4,"Windermere Ave, Wembley, Preston HA9 8RD, UK",-0.308142977,51.57104445
698,South Merton,Overground line,Zone 4,"Mostyn Rd, London SW20 9JT, UK",-0.205550301,51.40324056
699,South Quay,Overground line,Zone 2,"District of Freedom#8573311~!#, Harbour Exchange Square, Isle of Dogs, London E14 9GQ, UK",-0.018460693,51.50086361
700,South Ruislip,Central line (London Underground),Zone 5,"South Ruislip, Ruislip HA4, UK",-0.39911591,51.5568903
701,South Tottenham,Overground line,Zone 3,"High Rd, London N15 6UJ, UK",-0.071855957,51.58040259
702,South Wimbledon,Northern line,Zone 3,"South Wimbledon, London SW19, UK",-0.191974546,51.41536071
703,South Wimbledon,Northern line,Zone 4,"South Wimbledon, London SW19, UK",-0.191974546,51.41536071
704,South Woodford,Central line (London Underground),Zone 4,"George Ln, South Woodford, London E18 1JJ, UK",0.027943078,51.59155262
705,Southall,Overground line,Zone 4,"The Straight, Southall UB2 4AA, UK",-0.37871119,51.50595691
706,Southbury,Overground line,Zone 5,"Enfield EN3 4HW, UK",-0.052983311,51.64843373
707,Southfields,District line,Zone 3,"Southfields, London SW19 6LL, UK",-0.206609386,51.44488331
708,Southgate,Piccadilly line,Zone 4,"High St N, Osidge, London N14 5BH, UK",-0.127770047,51.63237585
709,Southwark,Jubilee line,Zone 1,"68-70 Blackfriars Rd, South Bank, London SE1 8JZ, UK",-0.10579494,51.50385362
710,St Helier,Overground line,Zone 4,"St Helier, Carshalton, Morden SM4, UK",-0.199014592,51.38991216
711,St James Street,Overground line,Zone 3,"St James St, Walthamstow, London E17, UK",-0.032804562,51.58060866
712,St Johns,Overground line,Zone 2,"London SE8 4EW, UK",-0.023240662,51.46897529
713,St Margarets,Overground line,Zone 4,"St Margarets, Isleworth, UK",-0.321324248,51.45520599
714,St Mary Cray,Overground line,Zone 6,"St Mary Cray, Orpington BR5 4AD, UK",0.1072179,51.39475941
715,St Pancras,Overground line,Zone 1,"Euston Rd, Kings Cross, London N1C 4QP, UK",-0.125505782,51.5305544
716,St. James's Park,Circle line (London Underground),Zone 1,"Westminster, London SW1H 0XA, UK",-0.133878755,51.49960979
717,St. James's Park,District line,Zone 1,"Westminster, London SW1H 0XA, UK",-0.133878755,51.49960979
718,St. Johns Wood,Jubilee line,Zone 2,"St John's Wood, London NW8 6DN, UK",-0.17406484,51.53485441
719,St. Pauls,Central line (London Underground),Zone 1,"London EC4M, UK",-0.097571001,51.5148353
720,Stamford Brook,District line,Zone 2,"London, UK",-0.24524631,51.49444997
721,Stamford Hill,Overground line,Zone 3,"London N16 5AG, UK",-0.076668342,51.5744476
722,Stanmore,Jubilee line,Zone 5,"Stanmore HA7 4PD, UK",-0.303099293,51.61967344
723,Star Lane,Overground line,Zone 3,"London E16 4BL, UK",0.004191003,51.52060425
724,Stepney Green,District line,Zone 2,"Bethnal Green, London E1 4DT, UK",-0.047382523,51.52199583
725,Stepney Green,Hammersmith & City line,Zone 2,"Bethnal Green, London E1 4DT, UK",-0.047382523,51.52199583
726,Stockwell,Northern line,Zone 2,"London SW4, UK",-0.122846304,51.47215926
727,Stockwell,Victoria line,Zone 2,"London SW4, UK",-0.122846304,51.47215926
728,Stoke Newington,Overground line,Zone 2,"Cazenove, London N16 6YA, UK",-0.072335395,51.56463761
729,Stonebridge Park,Bakerloo line,Zone 3,"London NW10 0RW, UK",-0.275400442,51.54398655
730,Stoneleigh,Overground line,Zone 5,"Stoneleigh, Epsom KT17 2JA, UK",-0.248709657,51.36336405
731,Stratford,Central line (London Underground),Zone 3,"London E15 1XD, UK",-0.003751641,51.54169258
732,Stratford,Jubilee line,Zone 3,"London E15 1XD, UK",-0.003751641,51.54169258
733,Stratford High Street,Overground line,Zone 3,"London E15 3PA, UK",-0.001080356,51.53814895
734,Stratford International,Overground line,Zone 3,"London E20, UK",-0.008778434,51.54480853
735,Strawberry Hill,Overground line,Zone 5,"Twickenham TW2 5SQ, UK",-0.339617731,51.43974783
736,Streatham,Overground line,Zone 3,"Streatham, London, UK",-0.132325497,51.42584586
737,Streatham Common,Overground line,Zone 3,"Streatham, London SW16 5NT, UK",-0.135726165,51.41898467
738,Streatham Hill,Overground line,Zone 3,"St Leonard's, London SW2 4PA, UK",-0.127681481,51.43846037
739,Sudbury Hill,Piccadilly line,Zone 4,"Harrow HA1 3PJ, UK",-0.336392115,51.55733956
740,Sudbury Hill Harrow,Overground line,Zone 4,"Harrow HA1 3RR, UK",-0.335446693,51.55834227
741,Sudbury Town,Piccadilly line,Zone 4,"Greenford UB6 0QR, UK",-0.316343486,51.55139744
742,Sudbury and Harrow Road,Overground line,Zone 4,"Wembley HA0 2NA, UK",-0.315926242,51.55449378
743,Sundridge Park,Overground line,Zone 4,"Sundridge, Bromley BR1 3FZ, UK",0.020365109,51.4133938
744,Surbiton,Overground line,Zone 6,"Victoria Rd, Surbiton KT6 4PE, UK",-0.30438456,51.39259953
745,Surrey Quays,Overground line,Zone 2,"Surrey Quays, London SE16 7TE, UK",-0.047529988,51.49326686
746,Sutton,Overground line,Zone 5,"High St, Sutton SM1 1JA, UK",-0.191302011,51.35950614
747,Sutton Common,Overground line,Zone 4,"Sutton SM1 3JT, UK",-0.196919912,51.37555469
748,Swiss Cottage,Jubilee line,Zone 2,"Swiss Cottage, London NW3 3NH, UK",-0.175626604,51.54303485
749,Sydenham,Overground line,Zone 3,"London SE26 5EU, UK",-0.055088671,51.42734125
750,Sydenham Hill,Overground line,Zone 3,"Dulwich, London SE21 7ND, UK",-0.080230208,51.43257589
751,Syon Lane,Overground line,Zone 4,"Isleworth TW7, UK",-0.326495035,51.48147469
752,Tadworth,Overground line,Zone 6,"Tadworth KT20 5SP, UK",-0.236008016,51.29162786
753,Tattenham Corner,Overground line,Zone 6,"Tattenham Corner, Epsom KT18, UK",-0.242566273,51.30918131
754,Teddington,Overground line,Zone 6,"Teddington TW11 0AZ, UK",-0.332705337,51.4244975
755,Temple,Circle line (London Underground),Zone 1,"London WC2R 2PH, UK",-0.11372575,51.51104061
756,Temple,District line,Zone 1,"London WC2R 2PH, UK",-0.11372575,51.51104061
757,Thames Ditton,Overground line,Zone 6,"Thames Ditton KT7 0PD, UK",-0.338292838,51.38861607
758,Theobalds Grove,Overground line,Zone 7,"Waltham Cross EN8 7BQ, UK",-0.034748134,51.69237259
759,Therapia Lane,Overground line,Zone 3,"Croydon CR0 4UY, UK",-0.129017107,51.38568579
760,Therapia Lane,Overground line,Zone 4,"Croydon CR0 4UY, UK",-0.129017107,51.38568579
761,Therapia Lane,Overground line,Zone 5,"Croydon CR0 4UY, UK",-0.129017107,51.38568579
762,Therapia Lane,Overground line,Zone 6,"Croydon CR0 4UY, UK",-0.129017107,51.38568579
763,Theydon Bois,Central line (London Underground),Zone 6,"Coppice Row, Theydon Bois, Epping CM16 7EU, UK",0.102890736,51.67255208
764,Thornton Heath,Overground line,Zone 4,"Thornton Heath, UK",-0.100433165,51.39848108
765,Tolworth,Overground line,Zone 5,"Tolworth, Surbiton KT6, UK",-0.279620115,51.37684332
766,Tooting,Overground line,Zone 3,"London Rd, Tooting, London SW17 9JR, UK",-0.161002472,51.41989663
767,Tooting Bec,Northern line,Zone 3,"Tooting Bec, London SW17, UK",-0.159700492,51.43583806
768,Tooting Broadway,Northern line,Zone 3,"Tooting High St, Tooting, London SW17 0SU, UK",-0.168684527,51.42704914
769,Tottenham Court Road,Central line (London Underground),Zone 1,"Oxford St, West End, London WC1A 1DU, UK",-0.131110439,51.51621087
770,Tottenham Court Road,Northern line,Zone 1,"Oxford St, West End, London WC1A 1DU, UK",-0.131110439,51.51621087
771,Tottenham Hale,Victoria line,Zone 3,"Tottenham Hale, London N17, UK",-0.060187823,51.58799778
772,Totteridge and Whetstone,Northern line,Zone 4,"Totteridge Ln, Whetstone, London N20 0HD, UK",-0.179354263,51.63024672
773,Tower Gateway,Overground line,Zone 1,"Goodman's Yard, Tower, London E1 8AT, UK",-0.074409877,51.51039264
774,Tower Hill,Circle line (London Underground),Zone 1,"London EC3N, UK",-0.076701198,51.51039427
775,Tower Hill,District line,Zone 1,"London EC3N, UK",-0.076701198,51.51039427
776,Tufnell Park,Northern line,Zone 2,"Tufnell Park, London N19 5BQ, UK",-0.137742175,51.5564408
